business_id,monthly_cash_flow_sar,business_age_months
BIZ-003724,54788.08,66
BIZ-003725,19914.87,93
BIZ-003726,88167.42,184
BIZ-003727,27679.87,239
BIZ-003728,41455.51,76
BIZ-003729,29204.79,236
BIZ-003730,28198.01,151
BIZ-003731,10553.87,46
BIZ-003732,44415.81,143
BIZ-003733,379001.1,192
BIZ-003734,15141.66,14
BIZ-003735,23647.08,19
BIZ-003736,14098.09,2
BIZ-003737,13520.74,137
BIZ-003738,103202.62,14
BIZ-003739,11237.69,223
BIZ-003740,13710.53,31
BIZ-003741,4503.04,18
BIZ-003742,10325.67,62
BIZ-003743,3990.21,183
BIZ-003744,41431.83,217
BIZ-003745,362107.79,60
BIZ-003746,15265.05,124
BIZ-003747,4159.88,185
BIZ-003748,54176.35,191
BIZ-003749,10647.44,37
BIZ-003750,80768.87,201
BIZ-003751,16613.5,208
BIZ-003752,11709.83,176
BIZ-003753,18435.67,127
BIZ-003754,46994.07,94
BIZ-003755,17545.97,213
BIZ-003756,13403.56,207
BIZ-003757,18054.83,124
BIZ-003758,6174.26,178
BIZ-003759,32762.23,96
BIZ-003760,3689.6,178
BIZ-003761,14127.5,22
BIZ-003762,47069.72,216
BIZ-003763,29823.39,124
BIZ-003764,39748.23,144
BIZ-003765,20639.34,46
BIZ-003766,70951.1,127
BIZ-003767,55531.14,1
BIZ-003768,34411.32,213
BIZ-003769,55689.44,179
BIZ-003770,46649.78,109
BIZ-003771,14193.46,200
BIZ-003772,5745.09,194
BIZ-003773,33535.58,29
BIZ-003774,38028.43,13
BIZ-003775,65543.67,61
BIZ-003776,8635.86,1
BIZ-003777,8897.89,137
BIZ-003778,34888.07,127
BIZ-003779,20513.39,129
BIZ-003780,3341.71,18
BIZ-003781,32051.79,220
BIZ-003782,3455.0,234
BIZ-003783,8559.04,142
BIZ-003784,85108.43,2
BIZ-003785,136609.12,95
BIZ-003786,6531.18,172
BIZ-003787,15844.99,179
BIZ-003788,22985.58,59
BIZ-003789,130774.13,197
BIZ-003790,13455.34,232
BIZ-003791,13672.15,122
BIZ-003792,103644.86,92
BIZ-003793,15141.75,126
BIZ-003794,45351.64,7
BIZ-003795,5028.4,126
BIZ-003796,18560.06,7
BIZ-003797,4189.78,9
BIZ-003798,7666.12,133
BIZ-003799,50980.65,123
BIZ-003800,20954.2,236
BIZ-003801,16008.81,122
BIZ-003802,10417.58,235
BIZ-003803,17665.06,193
BIZ-003804,29765.73,81
BIZ-003805,58859.95,222
BIZ-003806,1595.36,116
BIZ-003807,9587.72,143
BIZ-003808,25824.95,25
BIZ-003809,19953.04,51
BIZ-003810,32970.76,125
BIZ-003811,28783.0,65
BIZ-003812,16238.37,144
BIZ-003813,13005.75,20
BIZ-003814,17231.57,61
BIZ-003815,69476.4,159
BIZ-003816,10593.46,147
BIZ-003817,20685.6,236
BIZ-003818,26458.75,216
BIZ-003819,104856.8,194
BIZ-003820,16312.58,1
BIZ-003821,57457.84,144
BIZ-003822,75506.91,55
BIZ-003823,20666.01,64
BIZ-003824,17841.47,51
BIZ-003825,15850.34,109
BIZ-003826,17054.63,30
BIZ-003827,51753.11,128
BIZ-003828,27750.52,40
BIZ-003829,27869.54,120
BIZ-003830,7149.35,150
BIZ-003831,8370.84,43
BIZ-003832,187858.97,25
BIZ-003833,18438.1,193
BIZ-003834,10149.99,177
BIZ-003835,92143.2,63
BIZ-003836,29196.63,212
BIZ-003837,39267.6,53
BIZ-003838,19186.32,222
BIZ-003839,16015.73,28
BIZ-003840,18590.64,158
BIZ-003841,5526.23,5
BIZ-003842,20172.44,48
BIZ-003843,29614.91,97
BIZ-003844,140149.25,21
BIZ-003845,24004.56,110
BIZ-003846,2134.15,56
BIZ-003847,20050.6,24
BIZ-003848,340954.44,230
BIZ-003849,52384.51,235
BIZ-003850,9789.94,231
BIZ-003851,39779.48,37
BIZ-003852,10488.0,92
BIZ-003853,5688.45,79
BIZ-003854,15547.12,78
BIZ-003855,24137.61,100
BIZ-003856,3387.49,122
BIZ-003857,6980.25,116
BIZ-003858,22255.3,70
BIZ-003859,14644.6,235
BIZ-003860,32689.57,235
BIZ-003861,6537.64,80
BIZ-003862,44986.32,53
BIZ-003863,6742.87,128
BIZ-003864,113861.07,89
BIZ-003865,3960.96,236
BIZ-003866,7386.77,103
BIZ-003867,33435.41,10
BIZ-003868,116335.47,30
BIZ-003869,30183.27,18
BIZ-003870,38671.49,92
BIZ-003871,22416.15,76
BIZ-003872,7891.97,205
BIZ-003873,13492.13,213
BIZ-003874,6555.7,34
BIZ-003875,6132.08,226
BIZ-003876,32917.14,140
BIZ-003877,7163.99,74
BIZ-003878,30319.73,98
BIZ-003879,5991.98,106
BIZ-003880,29625.27,41
BIZ-003881,13511.78,208
BIZ-003882,89914.59,3
BIZ-003883,30446.27,17
BIZ-003884,75794.64,66
BIZ-003885,10345.98,35
BIZ-003886,23298.48,15
BIZ-003887,8257.79,92
BIZ-003888,14565.26,91
BIZ-003889,16947.84,31
BIZ-003890,10658.81,194
BIZ-003891,6532.19,211
BIZ-003892,5358.73,173
BIZ-003893,2122.29,125
BIZ-003894,7659.13,227
BIZ-003895,41253.61,84
BIZ-003896,4453.75,103
BIZ-003897,5607.59,4
BIZ-003898,132045.07,170
BIZ-003899,11655.16,23
BIZ-003900,30365.0,160
BIZ-003901,41869.68,187
BIZ-003902,42724.43,52
BIZ-003903,4806.31,147
BIZ-003904,17482.23,73
BIZ-003905,4366.74,96
BIZ-003906,254312.18,127
BIZ-003907,4469.92,60
BIZ-003908,7724.56,191
BIZ-003909,7780.68,95
BIZ-003910,4931.21,111
BIZ-003911,85186.13,195
BIZ-003912,248313.64,55
BIZ-003913,13687.67,109
BIZ-003914,5881.56,238
BIZ-003915,2352.13,96
BIZ-003916,17255.59,28
BIZ-003917,16052.74,68
BIZ-003918,11483.93,229
BIZ-003919,27484.44,182
BIZ-003920,32701.4,194
BIZ-003921,30426.93,61
BIZ-003922,16056.6,201
BIZ-003923,7320.09,95
BIZ-003924,42865.95,190
BIZ-003925,22303.83,211
BIZ-003926,53549.27,50
BIZ-003927,48536.7,225
BIZ-003928,5314.73,152
BIZ-003929,5248.92,175
BIZ-003930,10347.08,181
BIZ-003931,7659.75,41
BIZ-003932,46875.56,179
BIZ-003933,31298.01,51
BIZ-003934,66117.19,65
BIZ-003935,32744.39,28
BIZ-003936,27136.9,44
BIZ-003937,73110.68,234
BIZ-003938,35232.61,79
BIZ-003939,23578.75,93
BIZ-003940,96804.91,115
BIZ-003941,24715.38,171
BIZ-003942,16246.93,138
BIZ-003943,9529.78,129
BIZ-003944,44490.26,201
BIZ-003945,75890.78,119
BIZ-003946,20939.92,184
BIZ-003947,81463.93,218
BIZ-003948,3071.7,162
BIZ-003949,20838.27,9
BIZ-003950,21160.79,63
BIZ-003951,10646.7,148
BIZ-003952,238914.5,115
BIZ-003953,20615.68,69
BIZ-003954,14651.08,81
BIZ-003955,22605.81,19
BIZ-003956,2972.58,57
BIZ-003957,10302.4,188
BIZ-003958,58879.01,3
BIZ-003959,11743.49,201
BIZ-003960,9615.43,82
BIZ-003961,81595.19,194
BIZ-003962,84141.43,62
BIZ-003963,36937.79,199
BIZ-003964,13973.01,137
BIZ-003965,17335.8,204
BIZ-003966,9856.14,15
BIZ-003967,8145.55,191
BIZ-003968,7751.05,65
BIZ-003969,11872.09,86
BIZ-003970,7826.57,11
BIZ-003971,4611.44,229
BIZ-003972,27430.28,154
BIZ-003973,27850.2,235
BIZ-003974,120667.34,136
BIZ-003975,11289.88,38
BIZ-003976,29616.9,81
BIZ-003977,30113.01,106
BIZ-003978,17088.52,36
BIZ-003979,46366.55,223
BIZ-003980,47821.43,229
BIZ-003981,30558.9,135
BIZ-003982,17057.76,140
BIZ-003983,15405.35,169
BIZ-003984,5609.66,163
BIZ-003985,9838.73,15
BIZ-003986,11825.25,127
BIZ-003987,7158.3,186
BIZ-003988,34198.05,193
BIZ-003989,72884.25,143
BIZ-003990,8883.38,215
BIZ-003991,29244.34,141
BIZ-003992,7831.34,92
BIZ-003993,16237.49,106
BIZ-003994,11044.31,165
BIZ-003995,40210.99,212
BIZ-003996,11172.51,55
BIZ-003997,60576.39,71
BIZ-003998,17227.79,156
BIZ-003999,11503.38,183
BIZ-004000,6289.86,96
BIZ-004001,28373.32,154
BIZ-004002,53917.93,2
BIZ-004003,28949.88,70
BIZ-004004,206660.3,229
BIZ-004005,92022.41,138
BIZ-004006,16195.23,208
BIZ-004007,16026.08,53
BIZ-004008,35231.53,70
BIZ-004009,9527.91,234
BIZ-004010,70706.18,239
BIZ-004011,31621.75,210
BIZ-004012,28465.81,76
BIZ-004013,43780.93,192
BIZ-004014,123356.01,110
BIZ-004015,26133.03,202
BIZ-004016,19672.16,204
BIZ-004017,99580.3,104
BIZ-004018,57962.44,73
BIZ-004019,15978.83,233
BIZ-004020,22141.0,108
BIZ-004021,26779.2,104
BIZ-004022,31628.47,160
BIZ-004023,5672.58,224
BIZ-004024,4710.34,32
BIZ-004025,9068.93,236
BIZ-004026,8393.91,101
BIZ-004027,11570.06,7
BIZ-004028,41552.4,74
BIZ-004029,18602.86,111
BIZ-004030,26806.36,162
BIZ-004031,6474.95,136
BIZ-004032,13882.13,33
BIZ-004033,39626.67,117
BIZ-004034,39932.77,56
BIZ-004035,10672.51,65
BIZ-004036,25891.3,171
BIZ-004037,198560.25,192
BIZ-004038,21642.24,38
BIZ-004039,11012.79,144
BIZ-004040,18513.17,101
BIZ-004041,24153.32,81
BIZ-004042,18936.22,171
BIZ-004043,21346.55,60
BIZ-004044,5200.72,183
BIZ-004045,8411.62,96
BIZ-004046,18970.96,23
BIZ-004047,18671.1,190
BIZ-004048,12504.09,204
BIZ-004049,18453.08,135
BIZ-004050,23412.25,174
BIZ-004051,53605.85,36
BIZ-004052,19946.09,82
BIZ-004053,32830.17,84
BIZ-004054,12815.36,183
BIZ-004055,39030.38,85
BIZ-004056,32071.73,175
BIZ-004057,52355.75,74
BIZ-004058,44956.94,144
BIZ-004059,39685.28,51
BIZ-004060,19961.94,134
BIZ-004061,28139.77,20
BIZ-004062,63800.03,176
BIZ-004063,11474.99,7
BIZ-004064,11749.81,239
BIZ-004065,26408.24,201
BIZ-004066,33365.57,139
BIZ-004067,9661.4,218
BIZ-004068,20439.76,194
BIZ-004069,20050.34,35
BIZ-004070,2403.59,178
BIZ-004071,17683.83,91
BIZ-004072,18820.13,205
BIZ-004073,18764.22,207
BIZ-004074,90754.59,229
BIZ-004075,6530.26,108
BIZ-004076,9656.41,47
BIZ-004077,1616.15,30
BIZ-004078,13617.12,40
BIZ-004079,14829.24,238
BIZ-004080,13227.1,141
BIZ-004081,66681.13,85
BIZ-004082,52084.23,108
BIZ-004083,23809.9,42
BIZ-004084,15205.11,137
BIZ-004085,61462.94,102
BIZ-004086,21595.54,191
BIZ-004087,9717.95,6
BIZ-004088,3959.02,223
BIZ-004089,14167.21,15
BIZ-004090,46847.06,100
BIZ-004091,214601.63,82
BIZ-004092,23426.2,172
BIZ-004093,10246.02,158
BIZ-004094,6734.74,48
BIZ-004095,38252.14,118
BIZ-004096,3772.09,128
BIZ-004097,38190.62,111
BIZ-004098,49896.77,6
BIZ-004099,34073.64,43
BIZ-004100,17682.63,121
BIZ-004101,38752.12,63
BIZ-004102,26132.59,131
BIZ-004103,10116.03,40
BIZ-004104,140142.12,176
BIZ-004105,15495.74,46
BIZ-004106,47846.45,156
BIZ-004107,1961.34,200
BIZ-004108,78942.17,86
BIZ-004109,95679.92,34
BIZ-004110,22693.5,2
BIZ-004111,38513.77,87
BIZ-004112,38503.91,28
BIZ-004113,11582.1,211
BIZ-004114,38067.73,233
BIZ-004115,9812.08,235
BIZ-004116,11982.99,221
BIZ-004117,67978.25,141
BIZ-004118,58375.86,78
BIZ-004119,10868.51,107
BIZ-004120,10576.86,62
BIZ-004121,11549.57,201
BIZ-004122,45827.5,105
BIZ-004123,8103.21,93
BIZ-004124,31467.57,165
BIZ-004125,46483.23,90
BIZ-004126,20166.03,86
BIZ-004127,60479.74,55
BIZ-004128,16247.43,17
BIZ-004129,17785.6,10
BIZ-004130,8289.57,97
BIZ-004131,60911.5,238
BIZ-004132,10234.09,63
BIZ-004133,31249.91,154
BIZ-004134,20510.33,78
BIZ-004135,7686.47,73
BIZ-004136,11978.84,39
BIZ-004137,87804.87,135
BIZ-004138,26947.82,158
BIZ-004139,8029.28,84
BIZ-004140,29891.47,126
BIZ-004141,19032.17,114
BIZ-004142,696655.57,65
BIZ-004143,29293.59,166
BIZ-004144,15053.64,133
BIZ-004145,91128.69,16
BIZ-004146,3494.56,118
BIZ-004147,24205.14,94
BIZ-004148,161850.52,191
BIZ-004149,19610.11,74
BIZ-004150,3892.08,229
BIZ-004151,14825.18,147
BIZ-004152,94326.56,32
BIZ-004153,32082.62,97
BIZ-004154,9519.94,212
BIZ-004155,11100.63,61
BIZ-004156,12585.49,169
BIZ-004157,31609.02,188
BIZ-004158,83968.43,166
BIZ-004159,63096.65,22
BIZ-004160,34752.69,90
BIZ-004161,5815.93,84
BIZ-004162,5837.56,83
BIZ-004163,37543.37,211
BIZ-004164,5736.07,2
BIZ-004165,17578.52,129
BIZ-004166,29856.28,235
BIZ-004167,7061.45,210
BIZ-004168,7908.85,145
BIZ-004169,20047.88,239
BIZ-004170,36448.31,97
BIZ-004171,63673.18,147
BIZ-004172,40418.93,130
BIZ-004173,23710.1,12
BIZ-004174,10444.23,10
BIZ-004175,7548.42,215
BIZ-004176,13215.2,42
BIZ-004177,33187.73,85
BIZ-004178,30841.72,149
BIZ-004179,2697.55,138
BIZ-004180,10039.91,123
BIZ-004181,73460.83,235
BIZ-004182,23842.26,189
BIZ-004183,5340.05,226
BIZ-004184,232308.42,158
BIZ-004185,21398.12,235
BIZ-004186,32348.86,144
BIZ-004187,32844.01,130
BIZ-004188,15251.06,195
BIZ-004189,10640.54,208
BIZ-004190,183813.14,17
BIZ-004191,60066.4,218
BIZ-004192,50108.06,166
BIZ-004193,39194.4,215
BIZ-004194,8076.25,172
BIZ-004195,79025.84,222
BIZ-004196,9479.32,66
BIZ-004197,29239.82,45
BIZ-004198,4275.3,47
BIZ-004199,2861.61,61
BIZ-004200,30281.47,52
BIZ-004201,9807.48,106
BIZ-004202,3013.42,48
BIZ-004203,37820.61,38
BIZ-004204,183520.34,126
BIZ-004205,88394.08,190
BIZ-004206,17029.15,33
BIZ-004207,22222.16,123
BIZ-004208,53514.41,158
BIZ-004209,67651.72,169
BIZ-004210,15622.45,26
BIZ-004211,22792.29,176
BIZ-004212,29750.9,7
BIZ-004213,38325.71,57
BIZ-004214,19281.93,77
BIZ-004215,19534.06,204
BIZ-004216,87538.36,46
BIZ-004217,73830.02,188
BIZ-004218,35504.35,237
BIZ-004219,122897.88,230
BIZ-004220,14966.27,73
BIZ-004221,111633.16,23
BIZ-004222,37892.76,54
BIZ-004223,580140.81,184
BIZ-004224,6684.31,48
BIZ-004225,11055.18,155
BIZ-004226,33483.16,90
BIZ-004227,32768.86,184
BIZ-004228,154838.67,145
BIZ-004229,11289.47,140
BIZ-004230,54443.49,187
BIZ-004231,70436.23,229
BIZ-004232,44562.49,88
BIZ-004233,8425.38,127
BIZ-004234,90017.45,150
BIZ-004235,75306.74,197
BIZ-004236,40118.17,116
BIZ-004237,27020.41,90
BIZ-004238,27614.82,203
BIZ-004239,20358.71,228
BIZ-004240,41805.58,137
BIZ-004241,22723.04,25
BIZ-004242,9428.34,70
BIZ-004243,7718.75,111
BIZ-004244,10383.4,169
BIZ-004245,27505.25,161
BIZ-004246,21440.65,196
BIZ-004247,27319.17,8
BIZ-004248,36345.04,112
BIZ-004249,11762.59,168
BIZ-004250,95383.43,236
BIZ-004251,16853.09,35
BIZ-004252,14279.4,211
BIZ-004253,35681.45,2
BIZ-004254,3510.42,48
BIZ-004255,9991.26,203
BIZ-004256,58751.55,189
BIZ-004257,3876.07,233
BIZ-004258,67344.34,144
BIZ-004259,99821.27,148
BIZ-004260,15222.73,128
BIZ-004261,29490.18,123
BIZ-004262,67446.31,123
BIZ-004263,13810.86,70
BIZ-004264,52458.39,204
BIZ-004265,11258.19,86
BIZ-004266,13662.33,146
BIZ-004267,9903.7,160
BIZ-004268,31028.06,129
BIZ-004269,70120.4,147
BIZ-004270,18322.54,12
BIZ-004271,6178.01,76
BIZ-004272,7459.87,108
BIZ-004273,32682.64,95
BIZ-004274,139262.57,218
BIZ-004275,32654.08,215
BIZ-004276,14959.52,171
BIZ-004277,47390.83,85
BIZ-004278,17335.32,13
BIZ-004279,15088.9,181
BIZ-004280,8446.78,212
BIZ-004281,90079.59,118
BIZ-004282,1738.52,198
BIZ-004283,48915.97,223
BIZ-004284,13852.97,131
BIZ-004285,14612.89,51
BIZ-004286,119648.69,6
BIZ-004287,10784.54,181
BIZ-004288,11158.21,135
BIZ-004289,19333.72,37
BIZ-004290,33317.81,14
BIZ-004291,14159.54,232
BIZ-004292,4564.85,77
BIZ-004293,9267.8,79
BIZ-004294,79327.0,151
BIZ-004295,23736.68,88
BIZ-004296,34581.95,219
BIZ-004297,16959.42,163
BIZ-004298,11390.13,86
BIZ-004299,117897.33,64
BIZ-004300,18247.95,206
BIZ-004301,14138.12,142
BIZ-004302,65916.39,220
BIZ-004303,10696.16,83
BIZ-004304,12152.29,6
BIZ-004305,22253.32,215
BIZ-004306,22032.42,58
BIZ-004307,28555.69,203
BIZ-004308,178379.59,170
BIZ-004309,30830.15,56
BIZ-004310,2042.53,181
BIZ-004311,30524.93,20
BIZ-004312,22876.83,94
BIZ-004313,23004.61,86
BIZ-004314,28168.15,157
BIZ-004315,21403.76,128
BIZ-004316,20897.56,147
BIZ-004317,40661.79,114
BIZ-004318,12809.2,177
BIZ-004319,8538.27,39
BIZ-004320,453060.73,172
BIZ-004321,10765.94,12
BIZ-004322,24346.49,21
BIZ-004323,4936.14,173
BIZ-004324,24747.22,38
BIZ-004325,8662.64,185
BIZ-004326,14150.81,32
BIZ-004327,62634.07,36
BIZ-004328,35313.11,223
BIZ-004329,38886.78,43
BIZ-004330,3747.32,219
BIZ-004331,138260.54,84
BIZ-004332,6688.32,191
BIZ-004333,101575.82,225
BIZ-004334,61178.06,28
BIZ-004335,39235.32,79
BIZ-004336,9367.63,138
BIZ-004337,25631.82,207
BIZ-004338,13753.91,45
BIZ-004339,22675.48,45
BIZ-004340,17156.42,89
BIZ-004341,2868.06,49
BIZ-004342,67628.46,64
BIZ-004343,20310.49,32
BIZ-004344,13564.34,199
BIZ-004345,12577.6,191
BIZ-004346,31522.59,35
BIZ-004347,9011.38,129
BIZ-004348,2309.59,155
BIZ-004349,33094.75,150
BIZ-004350,37015.91,236
BIZ-004351,18040.39,154
BIZ-004352,6989.03,165
BIZ-004353,24075.15,8
BIZ-004354,5092.21,19
BIZ-004355,7885.41,148
BIZ-004356,10397.31,217
BIZ-004357,51222.75,96
BIZ-004358,15327.27,154
BIZ-004359,14074.69,51
BIZ-004360,155545.34,110
BIZ-004361,31334.11,180
BIZ-004362,30914.93,158
BIZ-004363,15218.99,28
BIZ-004364,12132.32,211
BIZ-004365,2474.0,222
BIZ-004366,58031.46,115
BIZ-004367,34486.03,82
BIZ-004368,18413.4,127
BIZ-004369,19202.07,192
BIZ-004370,45988.39,109
BIZ-004371,4653.1,8
BIZ-004372,12211.32,18
BIZ-004373,7070.58,194
BIZ-004374,129509.47,189
BIZ-004375,52873.39,185
BIZ-004376,2434.04,31
BIZ-004377,4847.6,41
BIZ-004378,19296.02,95
BIZ-004379,13733.04,56
BIZ-004380,5858.32,93
BIZ-004381,154008.37,134
BIZ-004382,30107.81,67
BIZ-004383,35412.36,30
BIZ-004384,11025.71,97
BIZ-004385,45354.93,173
BIZ-004386,15056.53,148
BIZ-004387,16591.68,77
BIZ-004388,40578.84,75
BIZ-004389,4319.96,140
BIZ-004390,108774.03,42
BIZ-004391,26433.55,200
BIZ-004392,79296.1,208
BIZ-004393,7514.43,7
BIZ-004394,8750.23,233
BIZ-004395,6891.88,6
BIZ-004396,28290.96,110
BIZ-004397,23528.87,160
BIZ-004398,13843.74,79
BIZ-004399,7989.88,49
BIZ-004400,6206.82,12
BIZ-004401,20984.01,174
BIZ-004402,13827.48,9
BIZ-004403,11096.59,116
BIZ-004404,103475.43,94
BIZ-004405,20285.76,232
BIZ-004406,78436.36,223
BIZ-004407,12922.79,196
BIZ-004408,28135.19,175
BIZ-004409,20837.8,130
BIZ-004410,4033.45,84
BIZ-004411,91889.16,40
BIZ-004412,19241.92,232
BIZ-004413,46463.31,92
BIZ-004414,10383.48,103
BIZ-004415,18679.01,34
BIZ-004416,9257.11,67
BIZ-004417,75810.99,152
BIZ-004418,30073.79,102
BIZ-004419,31794.66,141
BIZ-004420,85663.67,51
BIZ-004421,70006.35,20
BIZ-004422,47350.97,212
BIZ-004423,5314.92,104
BIZ-004424,10985.38,87
BIZ-004425,8071.64,69
BIZ-004426,45594.1,158
BIZ-004427,26125.1,135
BIZ-004428,5483.44,93
BIZ-004429,18237.88,223
BIZ-004430,4943.79,216
BIZ-004431,20886.19,48
BIZ-004432,4207.52,154
BIZ-004433,37377.62,232
BIZ-004434,32143.41,117
BIZ-004435,148441.84,8
BIZ-004436,51424.67,32
BIZ-004437,14430.3,160
BIZ-004438,49914.66,216
BIZ-004439,5444.36,31
BIZ-004440,8412.95,131
BIZ-004441,30734.54,119
BIZ-004442,2544.65,69
BIZ-004443,21222.97,151
BIZ-004444,7940.54,210
BIZ-004445,24374.85,58
BIZ-004446,7497.04,14
BIZ-004447,33666.15,86
BIZ-004448,22456.32,76
BIZ-004449,89354.41,174
BIZ-004450,22175.3,129
BIZ-004451,10212.39,5
BIZ-004452,17207.73,82
BIZ-004453,5743.15,176
BIZ-004454,33061.91,114
BIZ-004455,39729.54,135
BIZ-004456,260197.45,64
BIZ-004457,11827.28,77
BIZ-004458,16851.68,32
BIZ-004459,12385.0,20
BIZ-004460,27231.07,9
BIZ-004461,32263.46,150
BIZ-004462,20881.63,38
BIZ-004463,65272.49,138
BIZ-004464,11884.86,228
BIZ-004465,59052.02,167
BIZ-004466,37740.83,138
BIZ-004467,21763.08,28
BIZ-004468,16075.69,117
BIZ-004469,249363.7,213
BIZ-004470,9730.22,92
BIZ-004471,29671.23,198
BIZ-004472,10402.29,170
BIZ-004473,131349.99,64
BIZ-004474,53467.34,34
BIZ-004475,11177.41,5
BIZ-004476,36775.79,66
BIZ-004477,28501.04,80
BIZ-004478,13139.46,157
BIZ-004479,47012.28,137
BIZ-004480,32510.08,115
BIZ-004481,27328.86,173
BIZ-004482,21122.21,185
BIZ-004483,33896.07,171
BIZ-004484,27705.54,215
BIZ-004485,23367.31,86
BIZ-004486,11602.6,197
BIZ-004487,119822.44,101
BIZ-004488,7704.66,45
BIZ-004489,33780.41,35
BIZ-004490,15990.65,22
BIZ-004491,127969.5,229
BIZ-004492,8924.16,41
BIZ-004493,10559.03,200
BIZ-004494,8351.38,188
BIZ-004495,30438.55,105
BIZ-004496,5580.03,219
BIZ-004497,13649.68,218
BIZ-004498,2559.67,222
BIZ-004499,28012.93,119
BIZ-004500,13356.86,72
BIZ-004501,4973.82,11
BIZ-004502,65225.74,201
BIZ-004503,5957.06,209
BIZ-004504,48871.21,129
BIZ-004505,10926.64,17
BIZ-004506,109269.37,197
BIZ-004507,46609.07,72
BIZ-004508,8038.13,132
BIZ-004509,8803.61,158
BIZ-004510,40357.2,35
BIZ-004511,16943.2,15
BIZ-004512,18595.18,19
BIZ-004513,78608.79,230
BIZ-004514,10418.22,229
BIZ-004515,24131.99,103
BIZ-004516,57218.23,102
BIZ-004517,49469.79,98
BIZ-004518,18776.99,84
BIZ-004519,16499.64,130
BIZ-004520,3870.68,86
BIZ-004521,7659.91,148
BIZ-004522,30283.53,91
BIZ-004523,19189.49,151
BIZ-004524,23740.25,226
BIZ-004525,62271.16,50
BIZ-004526,6718.88,15
BIZ-004527,17392.94,126
BIZ-004528,26601.18,29
BIZ-004529,10892.61,56
BIZ-004530,92178.03,189
BIZ-004531,54643.57,100
BIZ-004532,29440.7,132
BIZ-004533,132485.94,186
BIZ-004534,4920.2,31
BIZ-004535,21856.94,115
BIZ-004536,31771.88,9
BIZ-004537,8825.89,120
BIZ-004538,29753.87,54
BIZ-004539,7283.87,218
BIZ-004540,43938.99,63
BIZ-004541,63439.04,48
BIZ-004542,28921.29,4
BIZ-004543,3453.7,32
BIZ-004544,8376.68,52
BIZ-004545,38743.18,55
BIZ-004546,22498.38,177
BIZ-004547,1489.2,213
BIZ-004548,76330.69,205
BIZ-004549,25251.9,229
BIZ-004550,9710.13,215
BIZ-004551,59572.87,109
BIZ-004552,11186.47,94
BIZ-004553,11065.06,156
BIZ-004554,31519.22,77
BIZ-004555,130749.49,145
BIZ-004556,111701.7,239
BIZ-004557,31562.07,48
BIZ-004558,34974.89,184
BIZ-004559,48605.84,224
BIZ-004560,6266.77,129
BIZ-004561,41946.42,86
BIZ-004562,10571.6,61
BIZ-004563,30287.13,41
BIZ-004564,17545.14,77
BIZ-004565,36359.41,179
BIZ-004566,24787.72,124
BIZ-004567,1019.4,53
BIZ-004568,26341.26,130
BIZ-004569,41862.8,194
BIZ-004570,34404.01,4
BIZ-004571,19878.9,5
BIZ-004572,113795.89,230
BIZ-004573,30072.7,179
BIZ-004574,34121.17,138
BIZ-004575,62598.21,217
BIZ-004576,31653.15,141
BIZ-004577,8973.06,125
BIZ-004578,1923.04,51
BIZ-004579,13668.91,194
BIZ-004580,47143.22,183
BIZ-004581,15473.8,71
BIZ-004582,49078.6,177
BIZ-004583,25558.58,174
BIZ-004584,79862.85,23
BIZ-004585,16395.85,39
BIZ-004586,35158.26,143
BIZ-004587,36529.85,150
BIZ-004588,98874.03,158
BIZ-004589,3997.25,90
BIZ-004590,13927.1,200
BIZ-004591,51457.74,107
BIZ-004592,103352.06,50
BIZ-004593,28003.13,28
BIZ-004594,16437.09,210
BIZ-004595,46963.14,170
BIZ-004596,52507.05,111
BIZ-004597,15372.54,51
BIZ-004598,30647.53,24
BIZ-004599,71720.17,37
BIZ-004600,145868.24,26
BIZ-004601,46286.47,127
BIZ-004602,23020.47,48
BIZ-004603,20867.01,31
BIZ-004604,38460.87,68
BIZ-004605,19620.44,168
BIZ-004606,26625.92,119
BIZ-004607,7647.42,37
BIZ-004608,80584.14,179
BIZ-004609,7043.18,118
BIZ-004610,14298.19,45
BIZ-004611,24284.49,166
BIZ-004612,161294.45,238
BIZ-004613,14433.64,130
BIZ-004614,11316.13,39
BIZ-004615,12697.79,74
BIZ-004616,115716.34,144
BIZ-004617,1322.99,239
BIZ-004618,8080.93,223
BIZ-004619,338164.83,224
BIZ-004620,39770.55,199
BIZ-004621,7288.22,138
BIZ-004622,21122.24,155
BIZ-004623,23563.51,176
BIZ-004624,51334.86,172
BIZ-004625,138621.43,153
BIZ-004626,32485.58,33
BIZ-004627,12838.6,211
BIZ-004628,48391.74,3
BIZ-004629,10957.15,102
BIZ-004630,7837.4,104
BIZ-004631,3789.89,239
BIZ-004632,4604.88,22
BIZ-004633,8987.18,114
BIZ-004634,6783.24,86
BIZ-004635,30128.79,24
BIZ-004636,6638.21,54
BIZ-004637,949.88,101
BIZ-004638,7754.96,220
BIZ-004639,13741.01,93
BIZ-004640,12022.68,211
BIZ-004641,100662.1,176
BIZ-004642,11925.78,196
BIZ-004643,53152.66,205
BIZ-004644,21612.29,171
BIZ-004645,21114.08,176
BIZ-004646,9553.09,37
BIZ-004647,20769.01,172
BIZ-004648,10248.68,12
BIZ-004649,26108.71,177
BIZ-004650,17391.73,157
BIZ-004651,8564.42,181
BIZ-004652,59390.78,154
BIZ-004653,33753.54,89
BIZ-004654,14071.93,89
